STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
183;19821001;19821031;10;5,2;11,08;13,02;9,28;3,79;18;22;4,6;112,2;10;35,2;9,5;eor
183;19821101;19821130;10;5,19;6,55;8,51;4,7;4,86;13,2;26;-0,4;63,7;10;36,5;8,5;eor
183;19821201;19821231;10;6,02;2,82;4,69;0,91;4,54;9,3;34;-2,5;30,8;10;42,9;10,3;eor
183;19830101;19830131;10;6,16;4,38;5,96;2,52;5,96;10,7;33;-1,3;31,7;10;47;14,7;eor
183;19830201;19830228;10;5,6;0,4;2,2;-1,25;4,21;6,3;32;-4,6;69,4;10;27,3;5,3;eor
183;19830301;19830331;10;6,22;3,61;5,95;1,64;4,31;9,5;26;-1,6;82;10;48,9;10,2;eor
183;19830401;19830430;10;5,99;5,67;8,47;3,75;3,88;15;22;0,5;114,7;10;74,1;11,4;eor
183;19830501;19830531;10;6,04;9,65;12,42;7,66;3,42;17;26;4,4;156,7;10;83,8;14,6;eor
183;19830601;19830630;10;4,18;14,63;17,88;11,89;3,36;24;24;8,4;288,4;10;45,4;14,3;eor
183;19830701;19830731;10;3,79;18,07;21,54;15,31;3,52;28,9;20;11;343,3;10;5,1;2,1;eor
183;19830801;19830831;10;3,68;18,04;21,73;15,29;3,41;31,1;19;13;289,3;10;39,5;20,3;eor
183;19830901;19830930;10;5,46;14,23;17,09;11,85;4,61;23,8;26;8,5;131,5;10;45,7;12,5;eor
183;19831001;19831031;10;4,97;9,97;12,04;7,39;4,78;17,9;26;0,8;114;10;61,6;13,8;eor
183;19831101;19831130;10;5,9;5,11;7,18;2,76;3,46;11,3;29;-2,2;56,6;10;45,5;12,4;eor
183;19831201;19831231;10;4,84;1,33;3,29;-1,03;4,68;8,5;27;-8;53;10;43;11,7;eor
183;19840101;19840131;10;6,36;1,74;3,28;-0,09;5,29;7,6;35;-3,7;37,2;10;61,5;6,9;eor
183;19840201;19840229;10;6,1;0,48;1,77;-0,93;4,1;6,3;24;-4,9;59;10;23,7;7,8;eor
183;19840301;19840331;10;4,9;1,37;3,41;-0,19;4,43;12,5;21;-2,7;132,8;10;14,2;6,7;eor
183;19840401;19840430;10;5,02;5,49;9,09;2,64;3,4;19,4;26;-0,6;191,7;10;22,3;7;eor
183;19840501;19840531;10;4,83;9,69;12,49;7,46;3,79;18,3;24;3;235,5;10;27,1;14,1;eor
183;19840601;19840630;10;5,71;12,74;15,25;10,67;4,24;21;26;8,5;174;10;95,9;23;eor
183;19840701;19840731;10;5,31;14,95;17,58;12,72;3,91;24,9;25;8,2;224,3;10;76,8;35,4;eor
183;19840801;19840831;10;4,56;17,1;20,04;14,79;3,53;23,6;21;11,3;210,2;10;56,6;19,9;eor
183;19840901;19840930;10;5,71;12,84;15,28;10,9;4,21;23,4;24;8,1;119,1;10;73,9;15,6;eor
183;19841001;19841031;10;5,24;11,15;13,21;9;4,6;16,5;27;4,6;119,5;10;63,7;12,3;eor
183;19841101;19841130;10;5,5;5,55;7,35;3,99;4,74;12,8;27;-0,7;60,7;10;34;18,4;eor
183;19841201;19841231;10;5,82;1,68;3,33;-0,13;4,1;7,9;22;-5,2;44,2;10;34,4;9,2;eor
183;19850101;19850131;10;5,78;-3,28;-0,95;-5,77;4,68;4,2;28;-17;37,9;10;45,3;10,5;eor
183;19850201;19850228;10;5,48;-4;-1,66;-6,1;4,05;4,2;26;-14,1;77,1;10;10,1;3,2;eor
183;19850301;19850331;10;6,92;0,73;2,77;-0,66;3,61;10,5;32;-3,6;42,9;10;46,8;12,5;eor
183;19850401;19850430;10;5,66;4,57;7,91;2,09;4,16;16,2;24;-0,9;136,9;10;56,2;10,5;eor
183;19850501;19850531;10;4,29;8,05;11,3;5,68;3,86;22,5;22;-0,7;258,9;10;22,3;6,5;eor
183;19850601;19850630;10;5,39;13,15;15,93;10,73;3,42;24,1;18;7,7;217,8;10;51,4;13,3;eor
183;19850701;19850731;10;4,55;16,53;19,75;13,85;3,52;24,7;23;11,3;294,4;10;59;16,1;eor
183;19850801;19850831;10;4,99;16,06;19,42;13,33;3,55;25,7;19;9,6;208;10;65,4;12,7;eor
183;19850901;19850930;10;5,38;12,51;15,33;10,41;4,33;22,3;31;7,5;150,2;10;47,4;13;eor
183;19851001;19851031;10;5,05;10,19;12,51;7,99;3,33;23,2;29;2;98,4;10;16,1;7,1;eor
183;19851101;19851130;10;5,83;3,14;5,15;1,06;4,42;11,4;29;-3,8;52;10;46,4;9,9;eor
183;19851201;19851231;10;6,64;3,47;5,27;1,54;4,35;10,7;35;-4,9;17,8;10;94,8;16,9;eor
183;19860101;19860131;10;6,61;-0,06;1,54;-1,75;4,74;6,7;32;-7,4;28,7;10;64;16,3;eor
183;19860201;19860228;10;5,66;-3,57;-1,77;-5,7;4,64;1,2;27;-14;69,9;10;17,5;5,1;eor
183;19860301;19860331;10;5,38;1,28;3,67;-0,66;4;11,2;34;-12,1;92,8;10;31,5;5;eor
183;19860401;19860430;10;6,19;3,04;5,67;0,88;3,87;12;31;-2,7;88,8;10;37,7;10,3;eor
183;19860501;19860531;10;4,35;10,58;14,08;7,59;3,62;23,1;21;4,7;277,1;10;40,8;9,4;eor
183;19860601;19860630;10;3,73;13,73;16,94;10,88;3,47;23,1;24;5,2;294,9;10;39,2;17,1;eor
183;19860701;19860731;10;4,95;16,42;19,4;13,58;3,73;25,4;25;9;263,6;10;98,1;28,5;eor
183;19860801;19860831;10;4,26;15,71;18,84;13,02;3,55;27;22;9,2;267,9;10;21,2;5;eor
183;19860901;19860930;10;4,81;11,11;13,73;8,93;4,35;16,2;25;5,5;178;10;53,1;26,9;eor
183;19861001;19861031;10;4,63;9,27;11,79;7,17;4,22;18,9;29;3;114,4;10;54,7;16,1;eor
183;19861101;19861130;10;5,87;7,06;8,69;5,27;4,68;13;31;1,9;71,5;10;56;18,6;eor
183;19861201;19861231;10;6,35;2,46;4,42;0,51;4,83;11;30;-6;28,6;10;45,5;10,2;eor
183;19870101;19870131;10;6,29;-4,08;-1,33;-6,63;4,95;3,9;36;-14,2;28;10;19,4;2;eor
183;19870201;19870228;10;5,62;-0,8;1,09;-2,73;4,11;5,3;26;-8,2;71,1;10;26,1;6,2;eor
183;19870301;19870331;10;5,02;-1,55;0,8;-3,64;4,15;10,4;24;-10,3;136,3;10;21,8;4,6;eor
183;19870401;19870430;10;5,44;4,95;7,96;2,55;3,9;21,7;20;-2,8;153,6;10;37;14,2;eor
183;19870501;19870531;10;4,91;8,41;11,64;5,85;3,75;17;19;3,8;227,4;10;29,3;5,1;eor
183;19870601;19870630;10;6;12,19;15,65;9,44;3,57;28,1;24;6,6;156,6;10;73,3;21,4;eor
183;19870701;19870731;10;5,45;14,69;17,7;12,45;3,78;27,4;29;9,6;214,5;10;98,7;48,2;eor
183;19870801;19870831;10;5,33;14,65;17,41;12,45;3,71;24,3;23;8,5;197,9;10;48,2;12,1;eor
183;19870901;19870930;10;4,62;13,03;15,81;10,74;4,15;22,8;26;7,3;184,1;10;86,4;30,4;eor
183;19871001;19871031;10;4,05;10,11;12,51;8,13;4,23;17,2;23;1,9;159,7;10;2,4;0,9;eor
183;19871101;19871130;10;6,78;6,02;7,34;4,58;4,06;9,6;32;0;16,1;10;68,6;18,8;eor
183;19871201;19871231;10;6;2,97;4,67;1,27;4,52;9,5;24;-6,5;46,4;10;35,2;7,4;eor
183;19880101;19880131;10;6,84;3,25;4,75;1,75;4,23;10,7;27;-0,7;20,2;10;76,8;11,5;eor
183;19880201;19880229;10;5,96;2,41;4,18;0,66;4,82;7,4;31;-2,9;45,9;10;45,6;6,4;eor
183;19880301;19880331;10;6;1,85;4,06;0;4,29;9,4;22;-3;121,1;10;36,6;11,4;eor
183;19880401;19880430;10;5,15;5,24;8,68;2,75;4,09;24;29;-1,1;196,9;10;27,6;12,9;eor
183;19880501;19880531;10;3,35;10,48;13,84;8,08;4,16;19,2;23;5,2;333,6;10;33,1;13,2;eor
183;19880601;19880630;10;4,95;14,65;18,08;12,33;3,65;22,5;27;8,7;210,7;10;33,6;9,3;eor
183;19880701;19880731;10;5,59;16,99;20,73;14,19;3,72;25,9;22;11,6;216,5;10;93,2;15,6;eor
183;19880801;19880831;10;4,58;16,35;19,71;13,72;3,93;22,6;21;10,6;217,7;10;28,4;13,7;eor
183;19880901;19880930;10;4,88;13,93;16,79;11,94;4,45;21,2;24;7,8;-999;10;61,8;12,1;eor
183;19881001;19881031;10;4,73;9,16;11,6;7,27;4,57;15,5;28;-0,2;-999;10;45,4;7,8;eor
183;19881101;19881130;10;5,23;3,77;6,1;1,63;4,52;8,8;33;-5,5;75;10;29;9,4;eor
183;19881201;19881231;10;5,62;3,48;5,18;1,28;5,81;9,7;35;-3,9;49,5;10;36,6;15;eor
183;19890101;19890131;10;6,1;3,92;5,55;1,89;5,24;7,7;33;-2,5;38,2;10;12;2,6;eor
183;19890201;19890228;10;5,85;4,35;6,21;2,29;5,3;10,4;27;-0,4;68,6;10;18,6;4,3;eor
183;19890301;19890331;10;5,61;5,52;8,42;3,14;4,61;17,7;31;0,2;126,4;10;39;5,8;eor
183;19890401;19890430;10;4,65;6,51;9,42;4,01;4,44;18,3;38;-1,8;204,9;10;25,6;7,8;eor
183;19890501;19890531;10;3,38;11,88;15,51;8,92;3,87;23,2;25;5,3;358,2;10;10,7;4;eor
183;19890601;19890630;10;3,84;15,48;19,15;11,94;3,09;25,6;20;5,7;321,6;10;37,3;10;eor
183;19890701;19890731;10;4,54;17,47;20,68;14,92;4,32;26,9;28;11,1;293,3;10;46,6;13,4;eor
183;19890801;19890831;10;4,81;16,6;19,97;13,89;4,17;27,8;33;10,8;229,5;10;112,9;43,8;eor
183;19890901;19890930;10;3,53;15,37;18,09;13,15;3,9;25,9;24;10;220,3;10;16,9;6,5;eor
183;19891001;19891031;10;5,81;11,42;13,52;9,47;4,67;18,3;30;6;93;10;60,5;10,4;eor
183;19891101;19891130;10;4,53;5,37;7,31;2,96;4,25;12,1;26;-2,5;101,5;10;31;9,7;eor
183;19891201;19891231;10;5,85;3,31;5,08;0,62;4,82;11,8;29;-4,8;46,3;10;85,3;24,4;eor
183;19900101;19900131;10;6,3;3,59;5,05;1,92;-999;8,4;33;-2,8;22,4;10;30,5;7,5;eor
183;19900201;19900228;10;5,1;5,79;8,21;3,32;5,4;15,6;39;-1,1;87,6;10;29,9;5,7;eor
183;19900301;19900331;10;4,45;6,35;8,94;3,98;5,58;18,2;33;0,4;152,9;10;28;13;eor
183;19900401;19900430;10;3,59;7,32;10,49;4,64;4,42;18,7;23;-1,3;257,1;10;24,3;3,8;eor
183;19900501;19900531;10;3,6;12,44;15,53;9,66;3,45;20,1;22;6,6;322,4;10;21,1;7,4;eor
183;19900601;19900630;10;6;15,3;18,23;13,27;3,72;23,6;24;10,7;187,8;10;41,6;16,3;eor
183;19900701;19900731;10;4,64;16,44;19,5;14,11;4,38;23,7;23;10,9;263,3;10;40,3;12,3;eor
183;19900801;19900831;10;4,18;17,57;20,75;15,07;3,69;28,9;29;11,3;258,8;10;69,6;18,5;eor
183;19900901;19900930;10;5,67;12,84;14,8;10,93;4,5;18,4;34;5,9;138,1;10;104,1;23,1;eor
183;19901001;19901031;10;5;10,85;12,87;9,22;4,59;17,9;34;4,2;116,2;10;34,4;11;eor
183;19901101;19901130;10;6,18;5,97;7,63;4,31;4,28;11,5;30;0,7;44,6;10;114,9;21,2;eor
183;19901201;19901231;10;6,07;2,64;4,16;0,85;5,03;7,5;29;-2,1;42,4;10;28,1;8,2;eor
183;19910101;19910131;10;4,89;2,41;4,24;0,72;4,76;10,7;36;-4,8;76,1;9;50,5;17,2;eor
183;19910201;19910228;10;6,31;-0,6;1,28;-2,67;4,87;11,3;31;-7,3;60,9;9;30,7;8,7;eor
183;19910301;19910331;10;5,52;3,74;6,27;1,84;4,24;12,2;26;-0,5;129,2;9;15,9;9,4;eor
183;19910401;19910430;10;4,5;5,8;8,84;3,74;4,06;15,5;23;-0,4;-999;9;47,6;21,6;eor
183;19910501;19910531;10;4,83;8,57;11,35;6,2;4,02;18,3;28;3,3;236,2;9;30,7;16,1;eor
183;19910601;19910630;10;6,31;12,16;15,81;9,37;4,09;21,5;28;4,8;167,8;9;138,4;31,9;eor
183;19910701;19910731;10;3,71;17,13;20,29;14,51;3,92;26,5;22;12,1;310,6;9;86,7;37;eor
183;19910801;19910831;10;4,56;17,08;20,35;15,02;4,04;28,3;23;12,5;224,7;9;46,2;22,4;eor
183;19910901;19910930;10;4,73;14,62;17,38;11,97;3,92;22,7;22;7,4;185;9;30,7;7,2;eor
183;19911001;19911031;10;4,47;9,56;12,16;7,39;4,24;16;28;0,9;-999;9;25,7;5,7;eor
183;19911101;19911130;10;6,3;5,1;6,79;3,26;4,9;12,3;24;-0,7;58,7;9;36,4;6,4;eor
183;19911201;19911231;10;5,1;2,55;4,64;0,41;4,69;9,7;27;-6,4;41,6;9;40,5;8,4;eor
183;19920101;19920131;10;5,35;2,41;4,07;0,45;4,59;7,7;30;-5,5;56,6;9;24,1;8,8;eor
183;19920201;19920229;10;6,34;3,21;4,97;1,34;4,78;9,5;29;-3;51,5;9;20;3,4;eor
183;19920301;19920331;10;5,61;4,27;6,56;2,17;4,65;13,1;32;-1,8;104,7;9;39,5;9,8;eor
183;19920401;19920430;10;5,4;6,32;9,08;4,08;4,28;16,4;24;0,7;164,9;9;31;10,8;eor
183;19920501;19920531;10;3,14;11,36;13,79;8,91;4,28;17,8;26;3,2;329;9;23,9;11,6;eor
183;19920601;19920630;10;3,02;16,1;18,81;13,49;4,06;27;22;11,4;382,7;9;0;0;eor
183;19920701;19920731;10;4,45;18,12;21,09;15,71;3,98;27,2;25;12,4;303,8;9;48,2;13,8;eor
183;19920801;19920831;10;5,01;17,35;20,73;14,49;4,2;29,3;29;11,8;213,2;9;104,3;29,5;eor
183;19920901;19920930;10;4,74;13,81;16,07;11,98;3,97;18,6;23;9,1;184,1;9;35,2;12;eor
183;19921001;19921031;10;5,43;7,11;9,16;5,15;4,57;14,5;28;-1,3;132,1;9;120,5;35,7;eor
183;19921101;19921130;10;5,88;5,05;6,8;2,87;5,16;10,5;40;-1;46,8;9;61,9;12,1;eor
183;19921201;19921231;10;5,53;2,42;3,96;0,6;4,28;9;26;-7,8;63,9;9;22;9,4;eor
183;19930101;19930131;10;4,69;2,23;4,47;-0,09;5,85;11,1;46;-8,5;84,5;9;43,1;10,8;eor
183;19930201;19930228;10;6,52;1,08;2,64;-0,56;4,26;5,3;29;-5,2;45,8;9;19,9;5,6;eor
183;19930301;19930331;10;5,42;3,07;5,47;1,07;4,57;11,8;27;-2,3;128,9;9;5,7;4,2;eor
183;19930401;19930430;10;4,68;6,21;8,86;4,32;4,4;22,1;23;0,4;212,9;9;16,4;7,7;eor
183;19930501;19930531;10;3,69;11,13;13,94;8,95;3,98;19,5;26;5,1;299,4;9;27,3;9,2;eor
183;19930601;19930630;10;5,15;13,9;16,71;11,36;3,9;19,9;22;8,7;271;9;40,3;8,4;eor
183;19930701;19930731;10;5,59;15,12;18,25;12,54;4,36;24,2;26;10,4;223,1;9;97,5;21,4;eor
183;19930801;19930831;10;5,16;15,03;17,97;12,53;4,05;24,5;23;10;232,5;9;40,1;8,8;eor
183;19930901;19930930;10;6,32;11,84;13,5;10,36;4,36;18,7;28;8;109,2;9;78,1;19,4;eor
183;19931001;19931031;10;5,46;8,53;10,6;6,41;4,04;16,1;32;0,5;99,9;9;92,7;35;eor
183;19931101;19931130;10;6,75;2,9;4,41;1,44;4,48;8,2;29;-5,3;27;9;23,9;8,4;eor
183;19931201;19931231;10;6,64;2,62;4,08;0,92;5,32;10,9;33;-5,3;27,7;9;74,3;10,3;eor
183;19940101;19940131;10;6,56;2,55;4,01;0,96;5,18;8,9;28;-4;37,7;9;67,6;12,4;eor
183;19940201;19940228;10;6,01;-0,86;0,4;-2,5;4,05;4,3;26;-6,9;57,5;9;18,5;9,6;eor
183;19940301;19940331;10;5,54;3,27;5,68;1,29;5,21;13,1;30;-2,4;138,7;9;68,1;11;eor
183;19940401;19940430;10;4,26;6,37;9,02;4,31;4,08;18,2;27;-0,1;221,2;9;27,3;14,3;eor
183;19940501;19940531;10;4,81;9,33;11,95;7,3;4,06;16,3;25;4;241,3;9;15,1;4,9;eor
183;19940601;19940630;10;4,61;13,16;16,27;10,5;4,48;27,1;27;7;260,5;9;61,4;29,3;eor
183;19940701;19940731;10;2,64;19,21;22,26;16,62;3,15;27,3;27;11,6;402,5;9;2,4;2,3;eor
183;19940801;19940831;10;4,47;17,79;20,52;15;3,81;27,2;31;9,7;246,8;9;72,5;19,7;eor
183;19940901;19940930;10;6,06;13,59;15,72;11,57;4,25;18,7;30;8,7;97,6;9;106,6;23,1;eor
183;19941001;19941031;10;4,93;8,55;10,84;6,21;4,58;14,2;28;2,8;124,8;9;33,6;8,9;eor
183;19941101;19941130;10;5,58;7,07;8,49;5,5;4,92;12,2;28;-1,2;81,9;9;25;7;eor
183;19941201;19941231;10;6,27;3,82;5,43;2;5,01;11;26;-4,1;47,5;9;58,6;12,5;eor
183;19950101;19950131;10;5,81;0,66;2,53;-0,91;5,13;9;44;-6,1;52,5;9;59,6;20,7;eor
183;19950201;19950228;10;5,79;3,73;5,67;1,73;5,55;11;33;-1;71,2;9;32,6;12;eor
183;19950301;19950331;10;5,15;3,11;5,43;0,91;5,15;10;33;-4;130,2;9;26,4;8,5;eor
183;19950401;19950430;10;4,89;5,42;7,58;3,45;4,85;12,5;34;0,5;204,3;9;42,6;8,4;eor
183;19950501;19950531;10;4,62;9,58;12,57;7,21;4,03;19,3;27;4,3;289,3;9;38,8;8,7;eor
183;19950601;19950630;10;4,86;13,5;16,63;10,95;3,64;21,6;21;8,1;238;9;51,3;25,3;eor
183;19950701;19950731;10;3,86;17,77;20,92;15,08;3,83;30,2;22;10,2;321,4;9;22,1;9;eor
183;19950801;19950831;10;3,53;19,16;22,19;16,24;3,5;26,5;23;11,3;335,2;9;2,8;1,2;eor
183;19950901;19950930;10;6,05;13,87;16,21;11,9;4,48;20,9;34;5,9;119,1;9;76,6;23,4;eor
183;19951001;19951031;10;5,13;11,9;14,29;9,58;4,05;20,9;26;3,7;127,4;9;23,1;10,3;eor
183;19951101;19951130;10;5,74;3,85;6,17;1,74;4,4;10,8;36;-3;68,1;9;26,4;11,7;eor
183;19951201;19951231;10;5,39;-0,6;1,16;-2,69;3,99;5,7;27;-11;67,6;9;23,4;12,8;eor
183;19960101;19960131;10;7,28;-1,83;-0,62;-3,27;3,28;1,6;24;-8,6;26,8;9;2;1;eor
183;19960201;19960229;10;5,83;-2,77;-1,21;-4,71;4,47;5;36;-10,6;57;9;24,1;6,9;eor
183;19960301;19960331;10;5,23;-0,35;0,92;-1,55;4,49;3,9;23;-5,3;138,3;9;8,9;4,1;eor
183;19960401;19960430;10;3,8;6,35;9,88;3,54;3,8;24,6;23;-2,3;253,4;9;17,8;8,5;eor
183;19960501;19960531;10;6,04;8,2;10,79;6,01;4,31;26,3;28;3,5;164,1;9;97,2;32,9;eor
183;19960601;19960630;10;5,24;13,35;16,2;10,94;4,12;24,1;25;7,2;227,5;9;46;20,7;eor
183;19960701;19960731;10;5,36;14,83;17,88;12,18;4,15;22,1;26;8,7;224;9;63,4;28,4;eor
183;19960801;19960831;10;3,97;17,58;20,11;15,52;3,77;22,9;21;13,5;271,5;9;53,4;37,3;eor
183;19960901;19960930;10;4,6;12,66;14,79;10,66;4,58;19,6;24;8,3;206,7;9;45,8;15,7;eor
183;19961001;19961031;10;4,94;10,2;12,49;8,33;4,01;15,2;28;4,9;146,8;9;32,6;8,7;eor
183;19961101;19961130;10;6,53;5,65;7,41;3,86;4,86;14,8;31;-1,4;48,9;9;66,3;10,9;eor
183;19961201;19961231;10;6,27;-0,15;1,95;-2,07;4,47;5,8;26;-11,1;48,6;9;25,9;12,3;eor
183;19970101;19970131;10;5,41;-0,83;1;-2,95;3,96;4,7;22;-9,6;56,6;9;0,7;0,2;eor
183;19970201;19970228;10;5,74;2,8;4,84;0,78;5,61;11,2;29;-5,1;76,1;9;30,8;6,6;eor
183;19970301;19970331;10;4,22;3,84;6,11;1,55;4,71;13,2;27;-2,5;190,7;9;22,6;13;eor
183;19970401;19970430;10;4,9;5,32;8,14;2,65;4,65;15,5;31;-0,5;203,5;9;25,6;7,9;eor
183;19970501;19970531;10;5,33;9,19;12,3;6,74;4,31;19,8;25;3,3;239,6;9;77,9;17,6;eor
183;19970601;19970630;10;4,58;14,18;17,14;11,84;3,9;23,2;21;7,9;256,9;9;56,7;21,3;eor
183;19970701;19970731;10;4,5;17,48;20,28;15,31;3,69;22,1;22;12,4;317,1;9;28,5;14,5;eor
183;19970801;19970831;10;2,72;21,19;24,49;18,48;3,14;27,8;18;11,8;352,7;9;9,8;9,5;eor
183;19970901;19970930;10;4,92;14,87;17,26;12,45;4,31;23,2;29;7,9;173,3;9;65,3;29,5;eor
183;19971001;19971031;10;5,42;8,88;10,91;6,84;4,64;18,9;32;0,6;111,6;9;74,4;12;eor
183;19971101;19971130;10;6,75;4,96;6,39;3,28;4,13;11,3;21;-0,7;33;9;32,2;8,6;eor
183;19971201;19971231;10;6,57;2,75;4,31;1,29;4,44;9,4;25;-5,8;31,2;9;35,5;9,3;eor
183;19980101;19980131;10;5,92;2,99;4,77;1,45;4,54;10,6;30;-6,6;68,3;9;53,6;12,2;eor
183;19980201;19980228;10;7,33;4,33;6,07;2,39;5,84;11,9;29;-8,3;52,2;9;25,1;5,7;eor
183;19980301;19980331;10;5;3,57;5,8;1,3;4,45;12,7;27;-2,8;171,2;9;34,3;12,8;eor
183;19980401;19980430;10;6,3;6,4;9,24;4,36;4,08;17;24;0,6;135;9;49,9;12;eor
183;19980501;19980531;10;4,59;11,17;14,12;8,69;4,04;23,3;22;5,2;301,6;9;17,6;4,8;eor
183;19980601;19980630;10;5,44;14,16;17,09;11,55;3,8;21,3;27;8,4;251,2;9;104,6;29,9;eor
183;19980701;19980731;10;5,69;14,91;17,79;12,21;4,38;26,3;26;9,7;201,3;9;75,8;21,1;eor
183;19980801;19980831;10;5,43;15,33;18,09;13,12;4,32;24;25;9,2;186,6;9;52,6;11,5;eor
183;19980901;19980930;10;6,02;13,98;16,34;12,31;3,95;21,9;24;8,4;134;9;66,3;24,4;eor
183;19981001;19981031;10;5,89;8,97;10,94;7,17;5,61;16,7;32;3,9;91,1;9;67,8;8,9;eor
183;19981101;19981130;10;6,61;2,27;3,67;0,77;3,9;8,3;26;-7,4;22,6;9;53;13,5;eor
183;19981201;19981231;10;5,89;0,86;2,65;-1,16;4,41;9,5;31;-12,8;61,5;9;42,4;12,1;eor
183;19990101;19990131;10;6,74;2,07;3,92;0,13;4,52;10,5;29;-7;33;9;51,5;12,9;eor
183;19990201;19990228;10;5,9;1,16;2,82;-0,66;4,66;8,8;37;-7,8;68;9;22,5;4;eor
183;19990301;19990331;10;6,09;3,48;6,11;1,47;3,85;14,9;24;-2,4;93,6;9;62;17,3;eor
183;19990401;19990430;10;4,95;6,81;9,74;4,56;4,39;15,4;30;2,1;192,5;9;55,2;28,4;eor
183;19990501;19990531;10;3,96;10,15;13,03;7,5;3,68;20,4;23;3,7;284,2;9;23,3;6,6;eor
183;19990601;19990630;10;4,79;14,39;17,54;11,42;3,33;23,3;20;7,5;269;9;114,8;23,2;eor
183;19990701;19990731;10;4,12;17,97;20,95;15,28;3,69;24,5;21;11,6;292,4;9;31,1;7;eor
183;19990801;19990831;10;4,76;17,29;20,25;14,71;3,75;24,4;22;11,3;260;9;100,5;24,5;eor
183;19990901;19990930;10;3,74;16,47;19,35;14,33;3,56;23,6;21;10,5;228;9;35,1;16,5;eor
183;19991001;19991031;10;5,27;9,87;11,92;8,15;4,71;16,5;27;4,2;118,4;9;41,4;9,8;eor
183;19991101;19991130;10;5,92;5,37;7,07;3,53;4,55;14,1;31;-2,7;66,3;9;45;21,8;eor
183;19991201;19991231;10;6,14;2,77;4,57;0,92;5,24;9;50;-4,4;28,3;9;90,6;12,6;eor
183;20000101;20000131;10;5,99;2,15;3,75;0,29;5,07;7,2;36;-6;70,1;9;41,9;8,1;eor
183;20000201;20000229;10;5,94;3,46;5,31;1,43;5,12;12,9;27;-3,5;79,2;9;28;5,3;eor
183;20000301;20000331;10;5,78;3,76;5,73;2,11;5,03;8,6;30;-0,5;123,8;9;40,8;9,4;eor
183;20000401;20000430;10;4,58;7,6;10,55;5,22;3,66;23,3;20;1,8;234,7;9;15,9;7,4;eor
183;20000501;20000531;10;3,26;12,28;15,78;9,52;3,61;25,7;24;7,1;329,6;9;44,8;10,9;eor
183;20000601;20000630;10;5,46;14,54;17,81;11,76;4,12;30,6;24;7,3;237,5;9;67,9;11,7;eor
183;20000701;20000731;10;5,79;15,15;17,69;12,95;3,85;21,2;23;10,1;187,6;9;21,1;8,3;eor
183;20000801;20000831;10;4,65;16,38;19,33;14,04;3,63;23,4;23;11,2;231,8;9;30,9;7,6;eor
183;20000901;20000930;10;4,96;14,13;15,97;12,33;4,11;19,2;21;10,1;179,5;9;52,5;13,7;eor
